,S.No,Comments,Label,enc_label,Label_hate,Label_non-hate,cleaned,transliterated_text
1378,HATE_2379,"మంత్రికి మైండ్ బ్లాంక్ అయ్యింది ... ఆదారాలతో అడ్డంగా దొరికారు ... సానుభూతి కోసం దొంగ ఏడుపులు ఏడుస్తున్నారు ... ఛీ ఎం చేసుకుంటారు అంత అడ్డంగా సంపాదించి...
కొంచెం మంచి పనులు చేయండి సారూ.",non-hate,1,0.0,1.0,మంత్రికి మైండ్ బ్లాంక్ అయ్యింది ఆదారాలతో అడ్డంగా దొరికారు సానుభూతి కోసం దొంగ ఏడుపులు ఏడుస్తున్నారు ఛీ ఎం చేసుకుంటారు అంత అడ్డంగా సంపాదించికొంచెం మంచి పనులు చేయండి సారూ,మంత్రికి మైండ్ బ్లాంక్ అయ్యింది ఆదారాలతో అడ్డంగా దొరికారు సానుభూతి కోసం దొంగ ఏడుపులు ఏడుస్తున్నారు ఛీ ఎం చేసుకుంటారు అంత అడ్డంగా సంపాదించికొంచెం మంచి పనులు చేయండి సారూ
1379,HATE_2380,పాల్ Comedy చేసినట్టు ఉన్నా  పాల్ చెప్పేది 100% నిజం…,non-hate,1,0.0,1.0,పాల్ Comedy చేసినట్టు ఉన్నా పాల్ చెప్పేది 100 నిజం…,పాల్ కామెడీ చేసినట్టు ఉన్నా పాల్ చెప్పేది ౧౦౦ నిజం…
1380,HATE_2381,Orey pichi ka paul ekkada nuchi dengay already AP jagan tho almost nasitam ayindhi malla nuvvu next cm ha po ra pichi yedava,hate,0,1.0,0.0,Orey pichi ka paul ekkada nuchi dengay already AP jagan tho almost nasitam ayindhi malla nuvvu next cm ha po ra pichi yedava,ఒరేయ్ పిచ్చి కా పాల్ ఎక్కడ నుచి దెంగే ఆల్రెడీ ఏపీ జగన్ తో ఆల్మోస్ట్ నశితం అయింది మల్ల నువ్వు నెక్స్ట్ సీఎం హా పో రా పిచ్చి ఏడవ
1381,HATE_2382,మల్లిగాడు మంచి కమెడియన్ తెలంగాణలో జై రేవంత్,non-hate,1,0.0,1.0,మల్లిగాడు మంచి కమెడియన్ తెలంగాణలో జై రేవంత్,మల్లిగాడు మంచి కమెడియన్ తెలంగాణలో జై రేవంత్
1382,HATE_2383,malla manchi erri puku vodu ,hate,0,1.0,0.0,malla manchi erri puku vodu,మల్ల మంచి ఎర్రి పుకు వోడు
1383,HATE_2384,అరేయ్ మల్లారెడ్డి నువ్వు పైసలు తీసుకోకుండా ఫ్రీ గా తయారు చేస్తున్న వరా హైదరాబాద్ మొత్తం భూములు దొబ్బవు,non-hate,1,0.0,1.0,అరేయ్ మల్లారెడ్డి నువ్వు పైసలు తీసుకోకుండా ఫ్రీ గా తయారు చేస్తున్న వరా హైదరాబాద్ మొత్తం భూములు దొబ్బవు,అరేయ్ మల్లారెడ్డి నువ్వు పైసలు తీసుకోకుండా ఫ్రీ గా తయారు చేస్తున్న వరా హైదరాబాద్ మొత్తం భూములు దొబ్బవు
1384,HATE_2385,తెలుగు రాష్ట్రాలకి మంచి మంచి నాయకులు దొరికారు సినిమాలు వెళ్లనవసరం లేదు వాళ్ళే సినిమా చూపిస్తారు మంచి కాలక్షేపం,non-hate,1,0.0,1.0,తెలుగు రాష్ట్రాలకి మంచి మంచి నాయకులు దొరికారు సినిమాలు వెళ్లనవసరం లేదు వాళ్ళే సినిమా చూపిస్తారు మంచి కాలక్షేపం,తెలుగు రాష్ట్రాలకి మంచి మంచి నాయకులు దొరికారు సినిమాలు వెళ్లనవసరం లేదు వాళ్ళే సినిమా చూపిస్తారు మంచి కాలక్షేపం
1385,HATE_2386,ananaya panadey ni nuvvu koja la acting neek endhkey cinimalu,hate,0,1.0,0.0,ananaya panadey ni nuvvu koja la acting neek endhkey cinimalu,అననయ పనాడేయ్ ని నువ్వు కోజా లా యాక్టింగ్ నీక్ ఎందికీ సినిమాలు
1386,HATE_2387,orey puk puri mari anta moddalo cinimea endhuku tesavavu cheppu oksari?,hate,0,1.0,0.0,orey puk puri mari anta moddalo cinimea endhuku tesavavu cheppu oksari,ఒరేయ్ పుక్ పూరి మరి అంత మొడ్డలో సినిమియా ఎందుకు తెసవవు చెప్పు ఒక్సారి
1387,HATE_2388,"poyi central appulu chudu, hunger index, inflation, poverty, unemployment etc Telangana lo least unemployment and development is peaking up rapidly.",non-hate,1,0.0,1.0,poyi central appulu chudu hunger index inflation poverty unemployment etc Telangana lo least unemployment and development is peaking up rapidly,పోయి సెంట్రల్ అప్పులు చూడు హంగర్ ఇండెక్స్ ఇన్ఫ్లేషన్ పావర్టీ అనెంప్లాయిమెంట్ ఈటీసీ తెలంగాణ లో లీస్ట్ అనెంప్లాయిమెంట్ అండ్ డెవలప్మెంట్ ఐఎస్ పీకింగ్ అప్ రాపిడ్లీ
1388,HATE_2389,కొడుకులకు దిమ్మ తిరిగి బొమ్మ కనపడ్డది. సూపర్ అన్న,non-hate,1,0.0,1.0,కొడుకులకు దిమ్మ తిరిగి బొమ్మ కనపడ్డది సూపర్ అన్న,కొడుకులకు దిమ్మ తిరిగి బొమ్మ కనపడ్డది సూపర్ అన్న
1389,HATE_2390,Amma Telaganama Buthulu nerpina Gaanama.... This is the butulua rajayam na moddala Telangana,hate,0,1.0,0.0,Amma Telaganama Buthulu nerpina Gaanama This is the butulua rajayam na moddala Telangana,అమ్మ తెలగనామా బుతులు నేర్పిన గానమా థిస్ ఐఎస్ తే బుతులుఆ రాజయం నా మొడ్డల తెలంగాణ
1390,HATE_2391,అన్ని తెలుగు ప్రాంతాల నాయకులు ఇలానే వున్నారు... లోఫర్స్.... తప్పు మనది... మనకు సిగ్గుండాలి ఇలాంటి నాయకులను ఎన్నుకున్నందుకు...తు…,hate,0,1.0,0.0,అన్ని తెలుగు ప్రాంతాల నాయకులు ఇలానే వున్నారు లోఫర్స్ తప్పు మనది మనకు సిగ్గుండాలి ఇలాంటి నాయకులను ఎన్నుకున్నందుకుతు…,అన్ని తెలుగు ప్రాంతాల నాయకులు ఇలానే వున్నారు లోఫర్స్ తప్పు మనది మనకు సిగ్గుండాలి ఇలాంటి నాయకులను ఎన్నుకున్నందుకుతు…
1391,HATE_2392,Bandi breaks goranga tisadu ...... Super,non-hate,1,0.0,1.0,Bandi breaks goranga tisadu Super,బండి బ్రేక్స్ గోరంగా తీశాడు సూపర్
1392,HATE_2393,ఆ సాంగ్ ఏందిరా నాయన.. అని సమంత కి అయినా. సిగ్గుండాలి,non-hate,1,0.0,1.0,ఆ సాంగ్ ఏందిరా నాయన అని సమంత కి అయినా సిగ్గుండాలి,ఆ సాంగ్ ఏందిరా నాయన అని సమంత కి అయినా సిగ్గుండాలి
1393,HATE_2394,"ఆ శ్రీ గాడిమీద ఆంక్షలు విధించారు.శ్రీ మోహన్ బాబు గారు, శ్రీ బాలయ్య బాబు గారు, దిల్రాజు గారు, ఇంకా చాలా మంది నిర్మాతలు నిర్ణయం తీసుకున్నారు",non-hate,1,0.0,1.0,ఆ శ్రీ గాడిమీద ఆంక్షలు విధించారుశ్రీ మోహన్ బాబు గారు శ్రీ బాలయ్య బాబు గారు దిల్రాజు గారు ఇంకా చాలా మంది నిర్మాతలు నిర్ణయం తీసుకున్నారు,ఆ శ్రీ గాడిమీద ఆంక్షలు విధించారుశ్రీ మోహన్ బాబు గారు శ్రీ బాలయ్య బాబు గారు దిల్రాజు గారు ఇంకా చాలా మంది నిర్మాతలు నిర్ణయం తీసుకున్నారు
1394,HATE_2395,"As he is a Hindu, he's fighting against all such stupidism, and it's no where relevant to crossing party line",non-hate,1,0.0,1.0,As he is a Hindu hes fighting against all such stupidism and its no where relevant to crossing party line,ఏఎస్ హే ఐఎస్ అ హిందూ హెస్ ఫైటింగ్ అగైన్స్ట్ ఆల్ సుచ్ స్టుపిడిజం అండ్ ఐటీఎస్ నో వేర్ రిలివెంట్ టో క్రాసింగ్ పార్టీ లైన్
